HJ8s_33_S1 HJ28s_17_S3 HJ35_22s_34 HJ100s_26_S5 HJ154s_28_S6 HJ170s_35_S7 HJ172s_31_S8 HJ183s_32_S9
Bradi3g54830.3 0 0 0 0 3 0 0 0
Bradi3g54840.1 120 89 7 64 182 77 67 72
Bradi3g54847.1 835 578.942 91 462 1211 574 470 559
Bradi3g54860.1 3061 2180 392 1391 4262 1947 1415 1978
Bradi3g54870.1 1211 1004 165 867 3090 1151 874 1076
Bradi3g54880.1 90 146 23 78 270 131 123 89
Bradi3g54890.1 398 280 71 321 618 363 349 452
Bradi3g54896.1 0 0 0 1 0 0 0 0
Bradi3g54902.1 0 0 0 8 5 2 0 0
Bradi3g54910.1 1442 663 179 1010 2057 1330 992 1196
Bradi3g54920.2 789 996 73 414 1744 641 468 739
Bradi3g54930.1 22 4 0 2 5 6 0 0
Bradi3g54935.1 18 86 11 34 201 83 53 60
Bradi3g54940.1 448 288 99 321 763 369 169 410
Bradi3g54941.1 0 0 0 0 0 0 0 0
Bradi3g54942.1 0 2 0 8 29 7 4 13
Bradi3g54950.1 0 6 0 0 9 20 0 0
Bradi3g54960.2 0 0 0 1 2 0 0 0
Bradi3g54971.2 0 0 2 1 14 0 0 6
Bradi3g54980.1 972 699 69 550 1481 788 623 738
Bradi3g54987.1 18 22 8 25 80 52 9 48
Bradi3g54993.2 5.005 0 0 1 10.972 8.993 3.91 0
Bradi3g55006.3 0 0 0 2 7 3 8 0
Bradi3g55009.1 0 0 0 0 0 3 0 3
Bradi3g55012.1 0 0 0 0 0 0 0 0
Bradi3g55020.1 324 375 16 257 1129 361 272 256
Bradi3g55030.3 3093 2583 364 1862 7193 2910 1873 2125
Bradi3g55040.1 236 117 35 145.108 413 171 105 178
Bradi3g55050.1 0 7 5 0 4 2 8 0
Bradi3g55060.1 1404 1016 132 771 2458 1117 749 1344
Bradi3g55070.1 0 0 0 0 8 0 0 1
Bradi3g55076.1 14.617 0 0 0 0 0 0 0
Bradi3g55080.1 22.383 186 12 173 460 259 169 140
Bradi3g55090.1 628 471 218 769 3067 601 377 478
Bradi3g55100.1 88 80 29 108 198 108 66 157.001
Bradi3g55110.2 695 672 493 649 1839 921 446 512
Bradi3g55130.1 506 301 31 214 605 221 191 298
Bradi3g55140.1 8527 10096 2726 4888 27122 18994 9673 6983
Bradi3g55150.1 91 47 28 55 83 45 65 67
Bradi3g55160.1 127 198 31 127 342 113 58 127
Bradi3g55170.1 2574.996 3213 1327 1828 8474.994 5869.998 4130.003 2445.996
Bradi3g55180.1 0 0 0 2 4 0 0 0
Bradi3g55190.1 1060 611 462 1050 2343 1978 1325 1911
Bradi3g55200.1 213 240 148 315 1047 540 366 331
Bradi3g55210.1 1892 1714 276 1574 4022 1263 667 1113
Bradi3g55220.1 2773 2779 635 1891 6113 3223 2094 2499
Bradi3g55230.1 256 224 61 135 331 208 182 192
Bradi3g55237.1 396 220 33 259 673 265 170 347
Bradi3g55250.1 78 134 40 86 179 135 125 127
Bradi3g55260.1 354 297 50 372 777 334 209 308
Bradi3g55270.1 10149 2455 2716 8505 17302.999 10514 3160 12624
Bradi3g55277.3 966 601 144 746 1404 340 615 902
Bradi3g55287.3 681 532 40 471 1131 425 273 519
Bradi3g55297.4 67 139 7 75 178 92 143 89
Bradi3g55310.1 208 255 56 63 465 299 160 161
Bradi3g55317.1 492.241 289.241 27.121 533.818 1252.673 214.24 214.711 186.218
Bradi3g55330.2 142.759 263.759 87.879 164.182 507.327 322.76 201.289 239.782
Bradi3g55340.1 2174 1628 221 1507 4198 2079 1504 2171
Bradi3g55350.3 1610 845 79 771 1980 764 499 1154
Bradi3g55360.2 377 366 44 241 810 317 226 372
Bradi3g55363.1 15 32 4 8 37 15 7 10
Bradi3g55366.1 60 32 14 39 134 61 30 27
Bradi3g55370.2 772.922 452.542 74.719 556.058 1256.543 444.331 335.717 506.555
Bradi3g55373.1 66.6 20 4 16 52 44 18.002 37
Bradi3g55376.1 223.114 72.002 14 84 183.001 69.97 64 99
Bradi3g55380.1 0 0 0 0 3 3 0 0
Bradi3g55385.1 0 0 0 0 1 0 1 3
Bradi3g55390.1 689 480 30 266 902 453 304 423
Bradi3g55400.2 2084 2077 491 1374 4075 2207 1311 1948
Bradi3g55410.1 1348 776 184 658 1663 896 573 829
Bradi3g55420.1 6258.025 6586.742 1200.87 3064.405 13483.645 4990.046 2866.983 4379.638
Bradi3g55430.2 667.164 395.663 65.348 348.167 810.982 362.157 283.03 445.298
Bradi3g55432.1 212 100 10 98 172 97 55 133
Bradi3g55440.5 17596.767 20185.915 3026.974 7371.677 18066.844 13967.875 6411.798 5665.68
Bradi3g55450.1 697.233 310.085 57.026 643.323 1186.156 522.125 406.202 682.32
Bradi3g55460.1 331 323 58 262 750 257 217 257
Bradi3g55470.2 18 18 4 10 71 43 20 11
Bradi3g55475.1 41 38 5 22 87 53 42 38
Bradi3g55480.1 31 53 10 47 126 113 27 84
Bradi3g55490.1 42 33 2 38 152 65 61 67
Bradi3g55500.1 92 50 12 26 58 119 82 113
Bradi3g55510.1 834 801 141 582 1957 874 540 618
Bradi3g55520.2 86.641 48 6 55 153 88.007 63 78.131
Bradi3g55530.4 513 475 79 316 827 708 327 356
Bradi3g55540.1 2028 1151 126 1037 2630 1227 801 1334
Bradi3g55550.1 415 320 27 226 513 216 289 247
Bradi3g55560.2 4737 3502 456 2177 7306 3659 2038 2660
Bradi3g55565.1 0 0 0 0 0 0 0 0
Bradi3g55570.1 740 598 126 454 1708 493 368 488
Bradi3g55580.1 29 33 2 39 47 29 30 49
Bradi3g55590.2 420 367 74 205 748 334 200 304
Bradi3g55596.3 184 129 28 133 346 221 154 154
Bradi3g55599.1 0 5 1 2 10 9 2 0
Bradi3g55602.1 0 0 0 0 0 0 0 0
Bradi3g55609.1 61 17 19 20 65 27 14 21
Bradi3g55614.6 5232 5124 595 2429 8126 3594 2539 2729
Bradi3g55621.1 27 23 6 26 44 62 10 24
Bradi3g55633.1 0 0 0 0 0 0 0 0
Bradi3g55639.1 0 2 0 1 0 0 0 2
Bradi3g55660.1 85 121 11 85 215 153 119 128
Bradi3g55670.2 342 220 70 276 617 463 259 389
Bradi3g55675.1 0 0 0 0 0 0 4 0
Bradi3g55680.1 29.882 3.154 3.141 2.08 14.337 27.045 15.464 3.258
Bradi3g55690.1 409.118 362.846 71.859 224.92 674.663 461.955 236.536 297.742
Bradi3g55700.2 332 300 52 190 543 313 306 285
Bradi3g55710.2 1232 1729 207 1030 3780 1569 870 1100
Bradi3g55720.3 0 1 0 0 0 4 0 2
Bradi3g55730.2 329 255 54 192 313 214 123 248
Bradi3g55740.2 11 6 0 1 13 8 3 5
Bradi3g55751.1 27 21 5 11 42 13 9 48
Bradi3g55760.1 0 0 0 0 0 0 0 0
Bradi3g55767.1 106 75 19 56 122 87 82 66
Bradi3g55780.10 3496 2736 272 1618 6759 2674 1464 1614
Bradi3g55790.1 0 0 0 0 0 0 0 0
Bradi3g55800.2 63 19 9 60 94 36 39 60
Bradi3g55805.1 0 0 0 0 0 0 0 0
Bradi3g55810.1 1411.641 1185.079 314 1077.005 3537.026 2496.096 1967.707 1295.008
Bradi3g55820.7 1344 1323 281 655 2523 972 475 677
Bradi3g55825.1 20 19 6 5 15 14 2 3
Bradi3g55830.1 1096 815 82 541 1293 653 364 589
Bradi3g55840.1 1957 1492 380 2583 5217 1880.675 1148 2105.994
Bradi3g55845.1 0 0 0 0 0 0 0 0
Bradi3g55850.1 0 3 2 3 0 14 1 7
Bradi3g55860.1 967 549 86 523 1510 863 624 683
Bradi3g55870.1 2079 1596 203 1360 3737 2110 1202 1835
Bradi3g55880.1 15 28 16 16 44 34 24 28
Bradi3g55885.1 12 0 1 0 1 3 1 0
Bradi3g55890.1 86 71 41.001 141 263 159.002 182 264.031
Bradi3g55900.1 1298 1498 354.999 835 4246 1969.998 1138 1005.969
Bradi3g55905.7 563 304 18 196 626 239 243 394
Bradi3g55911.1 79 69 18 53 160 97 111 80
Bradi3g55916.1 0 0 0 0 0 0 0 0
Bradi3g55920.3 123 26 6 44 102 54 28 65
Bradi3g55940.1 0 23 0 0 0 33 8 5
Bradi3g55950.1 604 599 115 327 1125 482.002 383 455
Bradi3g55960.1 1298 1269 286 707 3283 1833 1191 873
Bradi3g55970.1 0 9 9 3 16 3 13 7
Bradi3g55987.2 57 115 5 49 227 68 19 43
Bradi3g56010.2 815 388 78 622 1189 619 421 709
Bradi3g56020.1 2602.996 3663.981 620.052 1512 4331.999 3541.014 2373 2896.007
Bradi3g56030.1 2638 2492 236 1559 4581 2130 1507 1842
Bradi3g56035.1 72 70 16 79 107 41 51 54
Bradi3g56040.1 819 530 74 497 1313 458 345 490
Bradi3g56045.1 0 0 0 0 0 0 0 0
Bradi3g56050.4 0 0 0 0 2 0 0 1
Bradi3g56060.1 1603 1564 778 1467 4145 2846 2072 2679
Bradi3g56070.2 1900 1375.674 149.574 856.45 2610.494 934.476 805 1023.471
Bradi3g56080.1 2282 1613.326 215.426 1443.55 3770.506 1448.524 1101 1607.529
Bradi3g56083.3 18 11 0 9 33 14 19 10
Bradi3g56087.3 886.589 666.967 97.092 481.012 1604.71 681.5 467.944 601.956
Bradi3g56100.1 408 276 37 236 489 367 365 298
Bradi3g56110.1 306 282 43 283 854 503 259 312
Bradi3g56115.1 26 9 4 2 8 9 4 2
Bradi3g56120.1 358 367 154 199 794 429 251 339
Bradi3g56126.1 224 239 23 156 335 176 127 159
Bradi3g56129.1 89 89 9 95 212 97 71 127
Bradi3g56132.1 14 19 2 11 18 12 12 20
Bradi3g56140.1 0 0 0 0 0 0 0 2
Bradi3g56150.1 0 0 0 0 0 3 0 0
Bradi3g56160.2 28 28 0 12 58 8 22 7
Bradi3g56170.1 8 30 0 7 18 33 10 10
Bradi3g56180.1 8996 6885 1909 5336 10005 8740 5417 6569
Bradi3g56186.3 96 65 12 43 104.057 39 39 21.377
Bradi3g56190.1 852 800 224 1468 2504.943 1202 746 905.623
Bradi3g56200.2 255 244 20 198 485 241 180 203
Bradi3g56210.1 0 0 0 0 0 0 0 0
Bradi3g56217.1 0 18 5 10 89 21 24 17
Bradi3g56223.1 0 0 3 0 6 0 0 0
Bradi3g56230.1 901 811 93 507 2021 835 689 537
Bradi3g56240.1 1685 2167 515 1129 5627 3115 1904 1365
Bradi3g56250.1 228 210 46 135 364 133 142 178
Bradi3g56255.1 0 0 0 0 0 0 0 0
Bradi3g56260.2 68 14 7 17 79 31 26 24
Bradi3g56270.1 3551 2711 1062 3626 7820 3101 1636 2316
Bradi3g56280.1 567 480 61 683 1526 543 304 587
Bradi3g56290.1 0 53 3 2 111 91 29 60
Bradi3g56295.1 0 0 0 0 0 0 0 0
Bradi3g56300.1 20 65 23 37 142 95 73 72
Bradi3g56310.1 1489 1751 342 911 3494 1962 1167 1011
Bradi3g56317.2 11 25 3 9 55 53 37 76
Bradi3g56330.1 7 6 1 0 14 10 6 10
Bradi3g56335.1 287 272 87 203 2176 193 114 58
Bradi3g56340.2 52 101 11 50 81 57 21 54
Bradi3g56350.1 307 276 113 269 661 172 178 299
Bradi3g56360.1 268 138 12 109 363 169 116 119
Bradi3g56370.1 1163 1008 176 829 2275 1074 620 857
Bradi3g56380.2 757 446 189 620 1122 633 379 641
Bradi3g56390.1 25 24 7 31 119 35 21 48
Bradi3g56400.1 0 0 0 0 0 0 2 2
Bradi3g56410.1 328 238 33 152 495 274 229 201
Bradi3g56421.1 0 2 0 0 0 0 0 0
Bradi3g56430.2 0 0 0 0 0 0 0 0
Bradi3g56440.1 496.584 448.513 78.549 267.626 740.875 367.644 305.6 487.332
Bradi3g56450.1 1206.416 875.487 136.451 773.374 1829.125 1053.356 822.4 1043.668
Bradi3g56460.1 1859 2095 324 1161 5415 1635 1110 1683
Bradi3g56470.1 1163 889 84 593 2335 1098 794 758
Bradi3g56480.1 10 22 23 30 73 33 25 46
Bradi3g56490.4 719 644 59 146 721 678 444 593
Bradi3g56497.3 524 577 59 277 910 590 412 377
Bradi3g56507.1 15 0 0 9 10 7 7 16
Bradi3g56517.1 1787 1121 152 908 2180 1082 765 1398
Bradi3g56522.2 761.129 675.261 157.816 338.034 1530.17 735.332 577.53 514.598
Bradi3g56527.1 5622.235 6478.432 1219.398 3858.161 15279.727 7550.873 5614.558 5698.169
Bradi3g56540.2 5508 4683 650.998 3165 10085 4740 2767.999 3321
Bradi3g56550.1 39 11 5.002 7 4 9 10.001 9
Bradi3g56560.1 722 545 42 492 1311 602 409 586
Bradi3g56569.5 215 143 37 123 238 94 45 97
Bradi3g56578.1 6 2 16 13 189 9 2 25
Bradi3g56587.7 367 177 44 158 485 140 117 186
Bradi3g56600.1 2782 2505 387 1816 6031 1851 1361 2862
Bradi3g56610.1 2903 2073 175 1634 4818 1715 1045 2203
Bradi3g56617.5 924 764 69 486 1424 690 417 709
Bradi3g56630.2 884 739 225 623 2329 1006 386 728
Bradi3g56640.1 7794 6332 768 3850 12981 5686 3604 4653
Bradi3g56650.1 35 43 7 2 91 37 33 19
Bradi3g56655.1 5 7.073 0 11 61.286 28.676 22 16.02
Bradi3g56660.1 4220 2341 974 3247 7110 4949 2612 6647
Bradi3g56670.1 579 408 42 376 804 328 310 464
Bradi3g56680.1 0 0 0 0 11.07 3 0 0
Bradi3g56690.2 33 20 6 9 26 24 20 31
Bradi3g56700.1 0 6 0 0 1 0 0 0
Bradi3g56710.1 343 334 87 221 744 512 312 299
Bradi3g56720.1 892 742 114 744 2163 803 579 881
Bradi3g56730.1 3644 2731 340 2005 5943 3127 2016 2540
Bradi3g56740.1 527 406 58 437 1252 344 253 492
Bradi3g56750.3 258 200.986 31 189 563 305 159 322
Bradi3g56757.1 686.422 416.641 46.028 393.218 828.575 373.381 394.309 544.167
Bradi3g56763.1 0 0 0 0 0 0 0 0
Bradi3g56780.1 2472 2234 319 1468 4009 2098 1599 2048
Bradi3g56787.2 430 267 45 403 777 521 379 648
Bradi3g56801.1 0 0 0 7 97 1 0 0
Bradi3g56811.1 558 647 302 561 4858 884 464 786
Bradi3g56821.1 13 12 13 15 36 65 21 67
Bradi3g56830.1 1159 1906 495.971 602 3156 1913 975 995.941
Bradi3g56835.1 82 140 10 13 52 82 29 23
Bradi3g56840.1 282 284 67 231 676 365 253 409
Bradi3g56850.1 0 0 0 0 0 0 0 0
Bradi3g56855.1 0 0 0 0 0 0 0 1
Bradi3g56861.1 53 17 3 12 43 35 26 22
Bradi3g56865.1 0 0 0 0 0 0 0 0
Bradi3g56873.1 0 0 0 0 0 0 0 0
Bradi3g56877.1 29 103 64 128 314 216 107 164
Bradi3g56890.4 582 395 102 358 935 569 406 500
Bradi3g56897.1 5 10 0 4 16 15 41 48
Bradi3g56910.1 1763 1314 125 1105 2705 843 842 1521
Bradi3g56917.1 161 108 57 129 363 192 141 153
Bradi3g56930.1 950 1088 146 852 2970 996 519 878
Bradi3g56941.1 0 0 0 0 0 0 0 0
Bradi3g56952.1 4 5 0 17 32 39 51 24
Bradi3g56960.1 209 105 12 254 404 177 132 240
Bradi3g56970.1 300 185 92 413.998 557 476 209 516.998
Bradi3g56972.1 0 15 0 1 14 3 18 19
Bradi3g56980.1 68 54 1 63 132 60 52 50
Bradi3g56990.1 107 70 6 90 136 53 47 38
Bradi3g56995.1 0 1 0 8 2 10 0 0
Bradi3g57000.2 2893 1635 586.003 2159 2458 2829.002 1855 2149
Bradi3g57010.3 61 68 16 36 184 125 75 141
Bradi3g57017.10 0 7 0 1 7 1 0 0
Bradi3g57027.1 407 436 111 501 1119 735 510 768
Bradi3g57040.1 2779 1942 203 1384 3597 2337 1539 1873
Bradi3g57050.3 0 0 0 0 1 0 0 0
Bradi3g57060.1 552 716 215 365 1433 1052 541 456
Bradi3g57070.1 888 367 98 731 1167 666 394 884
Bradi3g57080.1 1733 1200 250 1049 2082 1089 1018 1495
Bradi3g57087.1 144 165 12 101 342 202 152.473 126
Bradi3g57100.1 641 427 72 321 898 338 352.527 369
Bradi3g57110.1 0 0 0 0 0 0 0 0
Bradi3g57117.1 55 66 15 19 67 69 92 41
Bradi3g57130.1 39 31 15 14 78 72 54 78
Bradi3g57140.1 340 279 114 358 581 415 471 515
Bradi3g57167.1 0 0 0 0 0 0 0 0
Bradi3g57180.1 41 89 16 44 186 102 66 72
Bradi3g57190.1 0 0 0 0 0 0 0 0
Bradi3g57200.1 637 517 42 393 1368 708 397 530
Bradi3g57210.1 652 777 84 427 1269 493 488 555
Bradi3g57220.1 1613 1022 156 1146 2212 1387 944 1782
Bradi3g57230.1 628 596.471 134 651 1747.504 467.476 338.434 463
Bradi3g57240.1 1220 709.529 72 631 2078.496 651.524 515.566 1013
Bradi3g57246.1 236 133 15 79 262 146 96 111
Bradi3g57253.1 150.999 76.99 11 44.971 138.7 104.01 79.018 73.882
Bradi3g57260.8 1817 1043 79 858 2390 976 753 1120
Bradi3g57267.1 90 116 23 77 321 143 129 167
Bradi3g57280.1 194 417 44 159 878 336 187 210
Bradi3g57290.1 650.333 556.595 41 348.994 929.23 477 376.041 418
Bradi3g57300.1 1085.729 844.141 99 658.743 1911.762 903 464 951
Bradi3g57311.1 0 3 2 12 32 44 11 18
Bradi3g57320.1 1167 1057 211 678 2686 1479 763 1195
Bradi3g57327.1 0 4 0 0 2 0 0 3
Bradi3g57330.1 110.001 122 24 62 228.998 115 66 103
Bradi3g57335.1 0 2 0 3 0 0 0 0
Bradi3g57340.1 0 0 0 0 0 0 0 0
Bradi3g57345.1 0 0 0 0 1.002 0 3.282 0
Bradi3g57350.1 149.993 192.342 34.862 87.398 472.041 151.62 66.603 90.966
Bradi3g57360.1 0 0 0 0 4 0 0 0
Bradi3g57365.1 60 106 20 40 146 111 45 66
Bradi3g57370.1 341.994 141.921 66.433 262.703 873.025 418.857 162 356.091
Bradi3g57380.2 2639 2290 885 3551 7979 3679 2342 3567
Bradi3g57387.2 2095 1238 147 1295 3304 1429 1072 1701
Bradi3g57400.1 256 271 95 259 589 217 191 179
Bradi3g57410.4 433 323 35 208 644 421 247 246
Bradi3g57420.1 1197 1339.999 388 1138 3195.933 1291 776 1004.995
Bradi3g57425.3 109 116 33 116 290 172 75 113
Bradi3g57430.1 3599.005 3083 405 2590 7385 3718 2517 3470
Bradi3g57440.5 298 231 56 266 472 294 238 256
Bradi3g57445.2 0 0 0 0 0 0 0 0
Bradi3g57450.1 2946 2440 305 1991 5989.999 2854 2217 2249.964
Bradi3g57470.1 1556 1061 310 989 2358 1304 648 856
Bradi3g57480.1 41 5 2 7 10 10 7 12
Bradi3g57482.1 0 0 0 0 0 0 0 0
Bradi3g57487.1 0 0 0 0 4 1 0 1
Bradi3g57489.1 0 0 0 0 0 0 0 0
Bradi3g57493.1 0 0 0 0 3 0 0 5
Bradi3g57503.1 1 2 1 2 1 2 1 2
Bradi3g57510.2 1095 1072 89 591 1707 705 552 679
Bradi3g57520.1 1179 1031 142 805.766 1868 1164 716 1008.998
Bradi3g57525.1 82 59 10 50 186 97 32 43
Bradi3g57528.1 0 0 0 0 0 0 0 0
Bradi3g57550.1 28 52 4 11 66 50 23 39
Bradi3g57560.4 332 318 40 285 759 352 252 397
Bradi3g57567.1 264 100 26 292 395 147 114 260
Bradi3g57580.1 121 146 18 139 338 282 182 143
Bradi3g57590.2 0 0 0 0 0 0 1 0
Bradi3g57600.2 780 477 35 513 1656 414 375 392
Bradi3g57610.1 1170 589 182 1007 1969 1194 810 1544
Bradi3g57620.1 934 1443 414 451 2425 1405 729 625
Bradi3g57630.1 0 1 0 1 2 5 0 0
Bradi3g57640.1 695.776 600.216 160.633 446.71 1373.105 906.543 605.073 674.094
Bradi3g57650.4 0 0 0 7.998 4 1 9.001 9.002
Bradi3g57653.1 0 0 0 0 0 0 0 1.015
Bradi3g57661.1 6.281 19 0 5 15.344 10.061 11.444 11.005
Bradi3g57667.1 501 404 48 404 982 422 286 382
Bradi3g57680.1 5 1 0 0 2 1 8 1
Bradi3g57691.1 163 82 12 99 181 102 119 131
Bradi3g57700.2 615 567 107 367 1811 641 372 563
Bradi3g57707.1 0 0 0 7 15 10 0 10
Bradi3g57710.1 0 0 1 2 6 6 20 11
Bradi3g57717.1 346 421 35 266 924 402 285 377
Bradi3g57730.1 130 27 7 18.071 62.1 56 50.254 48
Bradi3g57740.1 365 218 47 194.929 823.9 275 229.746 278
Bradi3g57750.5 2092 1847 250 1241 4087 2274 1375 1723
Bradi3g57756.2 19 4 14 9 90.099 31 34 33
Bradi3g57763.1 145 439 60 96 457 224 184 216
Bradi3g57770.6 947 491 47 516 1085 538 415 794
Bradi3g57790.1 0 0 0 0 0 0 0 0
Bradi3g57800.1 82 112 13.01 80 221 110 106 123
Bradi3g57807.1 19 11 9 3 35 9 19 32
Bradi3g57820.2 1733 1409 394 1359 3206 2276 1396 1965
Bradi3g57830.1 70 28 19 12 131 13 15 41
Bradi3g57840.1 1626 1705 236 967 3387 1912 1133 1343
Bradi3g57850.1 0 12 7 9 44 10 2 26
Bradi3g57857.1 126 93 29 71 179 120 108 98
Bradi3g57862.1 8 5 0 4 43 7 3 12
Bradi3g57868.1 1199 998 125 654 2146.979 1066 660 956
Bradi3g57873.1 0 0 0 0 0 0 0 0
Bradi3g57880.1 12 12 2 20 132 20 8 21
Bradi3g57890.4 5301 3979 729 3975 10617 5406 3789 5175
Bradi3g57900.1 0 0 0 0 1 0 3 0
Bradi3g57910.1 0 6 0 0 1 3 0 0
Bradi3g57917.1 127 97 23 147 214 166 94 215
Bradi3g57918.1 0 0 0 0 0 0 0 0
Bradi3g57920.1 2 1 0 4 15 9 3 7
Bradi3g57930.3 745 575 49 574 1336 717 489 580
Bradi3g57940.2 960 731 122 475 1309 633 627 673
Bradi3g57950.1 98 49 14 49 215 63 83 100
Bradi3g57960.6 1549 917 170 1239 2578 1067 843 828
Bradi3g57970.1 2221 1820 547 1854 4965 2257 1358 1974
Bradi3g57980.1 377 221 112 495 841 576 367 537
Bradi3g57990.1 518 77 23 93 167 56 71 100
Bradi3g58000.1 3200 2915 1210 1848 7809 4155 2078 2508
Bradi3g58010.1 17 31 6 0 0 14 20 5
Bradi3g58015.1 232 223 56 95 465 133 74 83
Bradi3g58020.1 733 680 153 689 2051 906 467 651
Bradi3g58026.2 22 1 0 10 33 42 26 33
Bradi3g58040.2 562 312 41 263 915 293 192 305
Bradi3g58046.1 0 0 0 0 0 0 0 0
Bradi3g58051.1 0 0 0 0 0 0 0 0
Bradi3g58056.1 0 0 0 0 0 0 0 0
Bradi3g58060.1 250 238 84 112 582 444 167 183
Bradi3g58067.1 1148 790 217 458 1270.915 831.003 560.012 542
Bradi3g58080.1 190 485 167 140 641 570 292 370
Bradi3g58086.1 24 10 34 6 160 22 16 3
Bradi3g58092.6 117 70 12 59 217 87 65 99
Bradi3g58100.1 168 196 51 140 420 455 220 349
Bradi3g58103.1 0 0 0 0 0 0 0 0
Bradi3g58107.2 454 429 127 334 1090 743 341 476
Bradi3g58115.1 0 0 0 0 0 0 0 0
Bradi3g58120.1 472 457 74 235 825 508 289 372
Bradi3g58130.1 1668 1485 156 915 3191 1796 1344 1509
Bradi3g58140.1 770 612 156 613 1702 830 458 462
Bradi3g58150.2 528 557 103 477 1686 849 468 641
Bradi3g58160.2 34 54 34 30 107 75 78 60
Bradi3g58166.2 4405 5860 446 3408 11725 3970 3200 5700
Bradi3g58172.3 1464 1082 86 752 2251 1137 789 987.419
Bradi3g58180.1 0 0 0 3 2 1 4 2
Bradi3g58190.1 366 575 84 347 980 605 340 436
Bradi3g58197.1 535 546 108 292 1037 688 480 543
Bradi3g58220.2 2009.936 1729.268 243.04 1054.395 3379.78 1265.99 969 1163.051
Bradi3g58225.1 0 0 0 0 0 0 0 0
Bradi3g58227.1 0 2 0 0 0 0 0 0
Bradi3g58231.1 0 0 0 0 0 0 0 0
Bradi3g58240.1 1354.89 1251.967 541.998 666.982 3195.878 1839.968 971.923 1021.955
Bradi3g58255.1 2420.11 2907.033 989.002 1916.018 6715.122 3998.032 2619.077 2555.045
Bradi3g58270.2 695 348 41 556 1164 558 440 966
Bradi3g58280.1 172 252 19 161 489 201 189 161
Bradi3g58290.1 1535 1787 718 1309 4293 2088 1265 1011
Bradi3g58295.1 0 28 2 5 15 0 20 0
Bradi3g58300.1 492 470 66 465 966 609 549 502
Bradi3g58310.3 1908 1669 335 1424 3406 2025 1376 1862
Bradi3g58320.1 429.807 212.25 65.993 287.125 541.594 375.452 301.95 332.763
Bradi3g58323.1 0 0 0 0 0 0 0 0
Bradi3g58327.1 871.193 699.75 63.007 531.875 1007.406 585.548 600.05 660.237
Bradi3g58334.1 65 49 4 51 132 33 47 86
Bradi3g58341.1 58 76 29 321 1292 86 51 131
Bradi3g58349.1 0 0 0 0 0 0 0 0
Bradi3g58360.1 14 14 0 2 9 4 2 7
Bradi3g58426.2 44 34 17 26 67 35 20 38
Bradi3g58560.1 80 151 34 74 319 91 91 164
Bradi3g58571.1 31 23.048 15 22 98.076 58 6 13
Bradi3g58580.1 570 461.952 46 352 1340.924 524 321 460
Bradi3g58590.2 0 1 0 0 41 3 0 8
Bradi3g58600.1 684 891 208 423 1683 1057 679 587
Bradi3g58610.12 366 348 58 247 593 398 315 346
Bradi3g58620.1 245 121 71 994 1465 494 206 512
Bradi3g58630.1 25 23 10 183 418 116 72 21
Bradi3g58640.1 0 0 0 2 5 2 66 3
Bradi3g58645.1 0 0 0 0 0 0 0 0
Bradi3g58650.1 0 0 0 4 12 15 79 2
Bradi3g58660.1 170 242 55 154 440 279 161 234
Bradi3g58670.1 1118 1815 463 366.999 1462 1503 700 1026
Bradi3g58680.1 118 105 17 76.185 259 101 98 141
Bradi3g58700.1 799 369.458 139 452.411 694 634 253 402
Bradi3g58710.1 493 267.542 52 182.405 1314 273 178 290
Bradi3g58720.3 222 65 8 132 318 130 79 162
Bradi3g58726.1 13 5 0 7 5 2 0 0
Bradi3g58730.1 710 216 58 655 1195 664 427 788
Bradi3g58740.1 1421 928 157 972 2517 1175 784 1008
Bradi3g58750.1 319 375 158 412 930 476 371 354
Bradi3g58755.1 0 0 0 0 1 0 0 0
Bradi3g58760.1 109 55 1 46 124 79 27 58
Bradi3g58770.1 72 76 8 55 110 75 56 128
Bradi3g58780.1 2649 3292 1489 2883 10061 6990 3922 4178
Bradi3g58790.1 831 440 42 369 949 613 425 565
Bradi3g58800.3 1123 915 82 584 1796 728 591 780
Bradi3g58810.1 0 0 0 0 0 0 0 0
Bradi3g58820.1 0 1 0 0 0 1 3 6
Bradi3g58830.1 406 172 83 327 536 1000.779 1163 639.005
Bradi3g58845.1 23 9 3 3 27 18 5 8
Bradi3g58850.1 0 0 0 0 0 0 0 0
Bradi3g58860.2 1 0 0 0 0 0 0 0
Bradi3g58865.1 0 0 0 0 0 4 0 3
Bradi3g58870.2 441 388 38 199 540 264 190 299
Bradi3g58880.1 98 29.244 16.998 58.842 100.699 185.897 74.72 57.705
Bradi3g58890.1 39 9.756 4.002 11.158 43.301 25.103 17.28 17.295
Bradi3g58900.1 8 12 19 13 85 48 31 16
Bradi3g58910.1 75 19 16 44 139 75 29 62
Bradi3g58915.1 412 168 68 81 270 148 168 155
Bradi3g58920.1 1230 957 488 1190.069 2353.001 1511 2438 1470.521
Bradi3g58930.2 750 801 178 429.477 1609.138 920 617 596.08
Bradi3g58937.6 1520.81 1405.148 166 979.257 3064.441 1123.843 981.743 1423.315
Bradi3g58946.1 12 11 6 12.523 58.862 12 11 18.92
Bradi3g58951.2 423 391 32 220 818 256 366 221
Bradi3g58960.1 43 175 14 30 362 220 83 145
Bradi3g58970.2 0 0 0 0 0 0 0 0
Bradi3g58980.1 3477 2605.993 644 2728.996 8823.998 2393.997 1813 2684
Bradi3g58990.1 26 33 11 24 141 80 56 53
